gc55k8899588d,GC55 K8899 588d,Provenance Online Project
ic5t1858555t,IC5 T1858 555t,Provenance Online Project
gc5a100528b,GC5 A100 528b,Provenance Online Project
triergermany,Trier (Germany),ebroadwe
alonsodearagón14701520,"Alonso de Aragón, 1470-1520",adicel79
gc55ed288579g,GC55 Ed288 579g,Provenance Online Project
gc5a100528r,GC5 A100 528r,Provenance Online Project
hodgkinjohneliot,"Hodgkin, John Eliot",ebroadwe
petrellimarco,"Petrelli, Marco",adicel79
gc5st829527d,GC5 St829 527d,Provenance Online Project
ic55t1856617l,IC55 T1856 617l,Provenance Online Project
livrariaferinlisbonportugal,"Livraria Ferin (Lisbon, Portugal)",adicel79
exbibliothecaregiaacademgeorgiaeaug,Ex Bibliotheca Regia Academ. Georgiae Aug.,Provenance Online Project
bibliothekdesgrafenvonharrach,Bibliothek des Grafen von Harrach,adicel79
stpeteradvincula,St. Peter ad Vincula,Provenance Online Project
gc6b6334c835s,GC6 B6334 C835s,Provenance Online Project
gc5f8476531v,GC5 F8476 531v,Provenance Online Project
gregoryoftours,Gregory of Tours,Provenance Online Project
crolldavid,"Croll, David",ebroadwe
philadelphiapennsylvania,Philadelphia (Pennsylvania),Provenance Online Project
ec7d3623ef820g,EC7 D3623 Ef820g,Provenance Online Project
capellalgernonearlofessex16701710,"Capell, Algernon, Earl of Essex, 1670-1710",kevinlee1990
boznerfranziskanerkloster,Bozner Franziskanerkloster,Provenance Online Project
walahfridstrabo,Walahfrid Strabo,Provenance Online Project
hauslabfranzrittervon17981883,"Hauslab, Franz, Ritter von, 1798-1883",Provenance Online Project
bertenhoffjohanncaspar,"Bertenhoff, Johann Caspar",Provenance Online Project
erhardoeglinserben,Erhard Oeglins Erben,ebroadwe
simpliciusofcilicia,"Simplicius, of Cilicia",ebroadwe
gersonjean13631429,"Gerson, Jean, 1363-1429",ebroadwe
gc7sc713733h,GC7 Sc713 733h,Provenance Online Project
sheaffwilliam,"Sheaff, William",Provenance Online Project
cromerevelynbaringearlof18411917,"Cromer, Evelyn Baring, Earl of, 1841-1917",Provenance Online Project
istcic00349000,ISTC ic00349000,ebroadwe
ec85j2326863w,EC85 J2326 863w,Provenance Online Project
laurentiusnotarius,Laurentius(?) Notarius(?),ebroadwe
pc6n9224615a,PC6 N9224 615a,Provenance Online Project
dopheideheinrichhubertemil1888,"Dopheide, Heinrich Hubert Emil, 1888-",adicel79
montabaurgermany,Montabaur (Germany),Provenance Online Project
agrippinaminor1559,"Agrippina, Minor, 15-59",ebroadwe
gryphiussebastanus14931556,"Gryphius, Sebastanus, 1493-1556",noonie86
scottoottaviano1498,"Scotto, Ottaviano, -1498",ebroadwe
scriptumsuperivlibrossententiarumliber2,Scriptum super IV libros Sententiarum. Liber 2,ebroadwe
ic55c8634563p,IC55 C8634 563p,Provenance Online Project
icp4468609d,IC P4468 609d,Provenance Online Project
grantarchibaldsir17601820,"Grant, Archibald, Sir, 1760-1820",Provenance Online Project
lachnsdorfjoseph,"Lachnsdorf, Joseph",ebroadwe
paffraetrichard,"Paffraet, Richard",ebroadwe
byngthomas1599,"Byng, Thomas, -1599",noonie86
ogllewis,O.G.L. Lewis,Provenance Online Project
benzingjosef19041981,"Benzing, Josef, 1904-1981",Provenance Online Project
belpierigiacinto,"Belpieri, Giacinto",adicel79
icsa133en535bfolio,IC Sa133 En535b Folio,Provenance Online Project
ec7d3623720c,EC7 D3623 720c,Provenance Online Project
brandrethhenryrowland17941848,"Brandreth, Henry Rowland, 1794-1848",Provenance Online Project
ic6g1166648dfolio,IC6 G1166 648d Folio,Provenance Online Project
bibliotecaapostolicavaticana,Biblioteca Apostolica Vaticana,Provenance Online Project
croyphilippede14961549,"Croy, Philippe de, 1496-1549",Provenance Online Project
fc6d4538ef662sb,FC6 D4538 Ef662Sb,Provenance Online Project
ic7m4687701c,IC7 M4687 701c,Provenance Online Project
menard,Menard,Provenance Online Project
gc55os407593r,GC55 Os407 593r,Provenance Online Project
agesofman,Ages of Man,ebroadwe
harveychristophergeorge,"Harvey, Christopher George",adicel79
gc5k8183529e,GC5 K8183 529e,Provenance Online Project
laportesibylledefl15851595,"La Porte, Sibylle de, fl. 1585-1595?",Provenance Online Project
colemangeorgedawson18251878,"Coleman, George Dawson, 1825-1878",Provenance Online Project
senigalliaitaly,Senigallia (Italy),adicel79
ec5m8135518e1520,EC5 M8135 518e 1520,Provenance Online Project
gc5a100568k,GC5 A100 568k,Provenance Online Project
gc7w8326s741b,GC7 W8326 S741b,Provenance Online Project
ic5p6498en530o,IC5 P6498 En530o,Provenance Online Project
imperialarms,Imperial arms,Provenance Online Project
sc5g1629535c,SC5 G1629 535c,Provenance Online Project
1728,1728,ebroadwe
1729,1729,Provenance Online Project
1726,1726,Provenance Online Project
1727,1727,Provenance Online Project
1724,1724,Provenance Online Project
1722,1722,Provenance Online Project
gc5h7480s550o,GC5 H7480s 550o,Provenance Online Project
premonstrantensianinscriptions,Premonstrantensian inscriptions,Provenance Online Project
gc5j5966540a,GC5 J5966 540a,Provenance Online Project
fc65p7565c679o,FC65 P7565 C679o,Provenance Online Project
ac7w6768810h,AC7 W6768 810h,Provenance Online Project
huskcf,"Husk, C. F.",Provenance Online Project
broadgatethomas,"Broadgate, Thomas",adicel79
goats,Goats,ebroadwe
istcib00579000,ISTC ib00579000,ebroadwe
latcl7649en505s1546folio,LatC L7649 En505s 1546 Folio,Provenance Online Project
luceraitaly,Lucera (Italy),Provenance Online Project
ic55b1930600l,IC55 B1930 600l,Provenance Online Project
cumaeansibyl,Cumaean sibyl,ebroadwe
ac8c7862827r1837,AC8 C7862 827r 1837,Provenance Online Project
creutzerstephand1594,"Creutzer, Stephan, d. 1594?",ebroadwe
eugeneivpope13831447,"Eugene IV, Pope, 1383-1447",ebroadwe
wormsgermany,Worms (Germany),ebroadwe
swc55f9158592b,SwC55 F9158 592b,Provenance Online Project
1589,1589,Provenance Online Project
fc65c3685667e,FC65 C3685 667e,Provenance Online Project
ecb3920475h1681,EC B3920 475h 1681,Provenance Online Project
1582,1582,ebroadwe
1583,1583,ebroadwe
1580,1580,ebroadwe
1581,1581,ebroadwe
1586,1586,ebroadwe
1587,1587,ebroadwe
1584,1584,ebroadwe
1585,1585,Provenance Online Project
harris,Harris,Provenance Online Project
southorangenj,South Orange (N.J.),Kenan Jaffe
sc5az727571a1574,SC5 Az727 571a 1574,Provenance Online Project
scl9697482a1515,SC L9697 482a 1515,Provenance Online Project
hofbibliothek,Hofbibliothek,Provenance Online Project
grcar466t191615,GrC Ar466 T19 1615,Provenance Online Project
cabassa,Cabassa,Provenance Online Project
prohibitedbooks,Prohibited books,Provenance Online Project
ic6sp327606s1608,IC6 Sp327 606s 1608,Provenance Online Project
istcif00252510,ISTC if00252510,ebroadwe
bibliotecamalvezzimedici,Biblioteca Malvezzi-Medici,adicel79
gc5c1917594c,GC5 C1917 594c,Provenance Online Project
ic6f4122lc600folio,IC6 F4122L C600 Folio,Provenance Online Project
rogersfredericksir17461797,"Rogers, Frederick, Sir, 1746-1797",Provenance Online Project
manettipietrofrancesco,"Manetti, Pietro Francesco",noonie86
starkensteinemil18841942,"Starkenstein, Emil, 1884-1942",ebroadwe
istcit00139000,ISTC it00139000,ebroadwe
ic55sa588561d1575,IC55 Sa588 561d 1575,Provenance Online Project
pompeythegreat10648bc,"Pompey, the Great, 106-48 B.C.",ebroadwe
blootelingabraham16401690,"Blooteling, Abraham, 1640?-1690?",adicel79
gc5l6344524v,GC5 L6344 524v,Provenance Online Project
easthorndonengland,East Horndon (England),ebroadwe
incm499folio,Inc M-499 Folio,Provenance Online Project
americanantiquariansociety,American Antiquarian Society,evarela856
ludwigiiidukeofwürttemberg15541593,"Ludwig III, Duke of Württemberg, 1554-1593",Provenance Online Project
ec85k6284888p1890a,EC85 K6284 888p 1890a,Provenance Online Project
ac7p1657791r1792e,AC7 P1657 791r 1792e,Provenance Online Project
conventodismariamaddalenaromeitalybiblioteca,"Convento di S Maria Maddalena (Rome, Italy). Biblioteca.",noonie86
wintersconradactive14751482,"Winters, Conrad, active 1475-1482",ebroadwe
ac7p1657791r1792b,AC7 P1657 791r 1792b,Provenance Online Project
ac7p1657791r1792c,AC7 P1657 791r 1792c,Provenance Online Project
ic55sa392584l,IC55 Sa392 584l,Provenance Online Project
inca983folio,Inc A-983 Folio,Provenance Online Project
icp4468s709d,IC P4468 S709d,Provenance Online Project
latch5328ek520m1554folio,LatC H5328 Ek520m 1554 Folio,Provenance Online Project
ac8sh472846s,AC8 Sh472 846s,Provenance Online Project
norrischarles17121766,"Norris, Charles, 1712-1766",adicel79
tirantivittorioemilio,"Tiranti, Vittorio Emilio",Provenance Online Project
pc55b2744565c,PC55 B2744 565c,Provenance Online Project
grcar466t1721548,GrC Ar466 T17.2 1548,Provenance Online Project
incs753folio,Inc S-753 Folio,Provenance Online Project
celipluigi,"Celi, P. Luigi",Provenance Online Project
incb543folio,Inc B-543 Folio,Provenance Online Project
rennerthugoalbert18581927,"Rennert, Hugo Albert, 1858-1927",Provenance Online Project
dimarinogalassomarioflca1570,"Di Marino Galasso, Mario, fl. ca. 1570",adicel79
fc55a100563b,FC55 A100 563b,Provenance Online Project
gc5d9195523a,GC5 D9195 523a,Provenance Online Project
ec6w5284648l1814,EC6 W5284 648l 1814,Provenance Online Project
zerboltgerard13671398,"Zerbolt, Gerard, 1367-1398",ebroadwe
mifflinjamesl,"Mifflin, James, L.",adicel79
weddenhenning,"Wedden, Henning",ebroadwe
incc574folio,Inc C-574 Folio,Provenance Online Project
ec65l5935686r,EC65 L5935 686r,Provenance Online Project
ic55p5826578o,IC55 P5826 578o,Provenance Online Project
gc55a100566w,GC55 A100 566w,Provenance Online Project
fc5h1936524i,FC5 H1936 524i,Provenance Online Project
jacobusdequeven,Jacobus de Queven,ebroadwe
istcic00332000,ISTC ic00332000,ebroadwe
huntingtonframptonb1684,"Huntington, Frampton, b. 1684?",noonie86
lhuillierpierre,"L'Huillier, Pierre",adicel79
bonaldusvincentius,"Bonaldus, Vincentius",Provenance Online Project
stpetershall,St Peter's Hall,noonie86
fridericianton16421690,"Friderici, Anton, 1642-1690",noonie86
vocabulariusbreviloquus,Vocabularius breviloquus,ebroadwe
incc368,Inc C-368,Provenance Online Project
sixdevromadejanwillem18741936,"Six de Vromade, Jan Willem, 1874-1936",Provenance Online Project
muhljohan,"Muhl, Johan",Provenance Online Project
gc6f8837649s,GC6 F8837 649s,Provenance Online Project
ec7a100748c3,EC7 A100 748c3,Provenance Online Project
arnoldbirckmannserben,Arnold Birckmanns Erben,Provenance Online Project
ncer155eg901cfolio,NC Er155 Eg901c Folio,Provenance Online Project
transamgeorge,"Transam, George",Provenance Online Project
barlowsamuelbsamuelbancroft17981876,"Barlow, Samuel B. (Samuel Bancroft), 1798-1876",evarela856
yugcm3684513d1530,YugC M3684 513d 1530,Provenance Online Project
chiesadisantamariadellegraziebresciaitaly,"Chiesa di Santa Maria delle Grazie (Brescia, Italy)",noonie86
ac7b4144750t,AC7 B4144 750t,Provenance Online Project
gc55sp313599s1600,GC55 Sp313 599s 1600,Provenance Online Project
kennewaymarkjohn18801960,"Kenneway, Mark John, 1880-1960",Provenance Online Project
1530s,1530s,Provenance Online Project
gc5p7526546l,GC5 P7526 546l,Provenance Online Project
ec6f6253639r1640,EC6 F6253 639r 1640,Provenance Online Project
ernestaugustuskingofhanover17711851,"Ernest Augustus, King of Hanover, 1771-1851",Provenance Online Project
icsp235ei550c1551,IC Sp235 Ei550c 1551,Provenance Online Project
ic55c8214590c,IC55 C8214 590c,Provenance Online Project
sc55p3637599e1625,SC55 P3637 599e 1625,Provenance Online Project
incb601,Inc B-601,Provenance Online Project
abbatiasorethana,Abbatia Sorethana,Provenance Online Project
icp7533c510pfolio,IC P7533 C510p Folio,Provenance Online Project
sc55p1802ef634p,SC55 P1802 Ef634p,Provenance Online Project
teutonicknights,Teutonic Knights,ebroadwe
sartongeorge18841956,"Sarton, George, 1884-1956",ebroadwe
franciscanstamps,Franciscan stamps,ebroadwe
ic55f3795574d,IC55 F3795 574d,Provenance Online Project
castanysfrancisco,"Castanys, Francisco",noonie86
gc6a100614v,GC6 A100 614v,Provenance Online Project
gc55a100564a,GC55 A100 564a,Provenance Online Project
silvestriserolide,"Silvestris, Eroli de",adicel79
arbiblelio,"Arbib, Lelio",Provenance Online Project
shelfmarklabelwithblueborder,Shelfmark label with blue border,Provenance Online Project
fc55v8574588g1590,FC55 V8574 588g 1590,Provenance Online Project
bechermichaelthomas17641809,"Becher, Michael Thomas, 1764-1809",noonie86
sc55c2784582hfolio,SC55 C2784 582h Folio,Provenance Online Project
gcb2834489e1512,GC B2834 489e 1512,noonie86
pierottibartholomeus,"Pierotti, Bartholomeus",Provenance Online Project
sowerbygeorge17741844,"Sowerby, George, 1774-1844",Provenance Online Project
chevalier,Chevalier,Provenance Online Project
reevessims18181900,"Reeves, Sims, 1818-1900",Provenance Online Project
grcd6203ei574b1575,GrC D6203 Ei574b 1575,Provenance Online Project
bibliothecaministeriicellensis,Bibliotheca Ministerii Cellensis,Provenance Online Project
grcar466eg111902,GrC Ar466 Eg11 1902,Provenance Online Project
istcil00005000,ISTC il00005000,ebroadwe
duboislouisernest18561929,"Dubois, Louis-Ernest, 1856-1929",Provenance Online Project
eislebengermany,Eisleben (Germany),ebroadwe
latcc9899564ofolio,LatC C9899 564o Folio,Provenance Online Project
spearmangeorge17141761,"Spearman, George, 1714-1761",Provenance Online Project
büöllercarolus,"Büöller, Carolus",adicel79
gc5ar634526l,GC5 Ar634 526l,Provenance Online Project
conventodisanfrancescostronconeitaly,"Convento di San Francesco, (Stroncone, Italy)",Provenance Online Project
capressrettivittoni,"Capressretti, Vittoni",Provenance Online Project
rittershausengeorg15951664,"Rittershausen, Georg, 1595-1664",ebroadwe
lanoneguillermusde,"La None, Guillermus de",Provenance Online Project
lloydwallislloyd,"Lloyd, Wallis & Lloyd",Provenance Online Project
sc6su135608o1609folio,SC6 Su135 608o 1609 Folio,Provenance Online Project
romeitaly,Rome (Italy),ebroadwe
latcp9415486d1509,LatC P9415 486d 1509,Provenance Online Project
ordjohn1710c1745,"Ord, John, 1710(c.)-1745",kevinlee1990
ic55c3399588l,IC55 C3399 588l,Provenance Online Project
grcar466t191588,GrC Ar466 T19 1588,Provenance Online Project
carrolushieronymus,"Carrolus, Hieronymus",noonie86
ecr1575651p,EC R1575 651p,Provenance Online Project
sc55n9225555r1619,SC55 N9225 555r 1619,Provenance Online Project
ac7c3515c749c,AC7 C3515 C749c,Provenance Online Project
grcar466t191585,GrC Ar466 T19 1585,Provenance Online Project
trottibernardod1595,"Trotti, Bernardo, d. 1595",adicel79
fillinham,Fillinham,miglpenn
ic55g5899582f1591,IC55 G5899 582f 1591,Provenance Online Project
smithhunterj,"Smith, Hunter, J.",adicel79
collegeofarmsgreatbritain,College of Arms (Great Britain),Provenance Online Project
gc5m4526523s,GC5 M4526 523s,Provenance Online Project
uticany,Utica (N.Y.),Kenan Jaffe
panicaleitaly,Panicale (Italy),ebroadwe
gc5os407525w,GC5 Os407 525w,Provenance Online Project
gardnercecildunn,"Gardner, Cecil Dunn",Provenance Online Project
gc5sa144524g,GC5 Sa144 524g,Provenance Online Project
bulls,Bulls,ebroadwe
cholmondeleyreginald,"Cholmondeley, Reginald",Provenance Online Project
theseusgreekmythology,Theseus (Greek mythology),ebroadwe
gc55w6347568c,GC55 W6347 568c,Provenance Online Project
whittelseyelisha,"Whittelsey, Elisha",Provenance Online Project
fc6v7444600r,FC6 V7444 600r,Provenance Online Project
rattenbergtyrolaustria,"Rattenberg (Tyrol, Austria)",noonie86
gc55a100574g2,GC55 A100 574g2,Provenance Online Project
kimberleyjohnwodehouseearlof18261902,"Kimberley, John Wodehouse, Earl of, 1826-1902",Provenance Online Project
gc5f1144552o,GC5 F1144 552o,Provenance Online Project
incp220,Inc P-220,Provenance Online Project
cowergeorgeevelyn,"Cower, George Evelyn",Provenance Online Project
incp597,Inc P-597,Provenance Online Project
saulerhieronymus,"Sauler, Hieronymus",ebroadwe
lamonta,"Lamont, A.",Provenance Online Project
acciaiolitoriglioni,Acciaioli Toriglioni,Provenance Online Project
frischlinnicodemus15471590,"Frischlin, Nicodemus, 1547-1590",ebroadwe
göttingengermany,Göttingen (Germany),Provenance Online Project
clyfton,Clyfton,miglpenn
grcp6970ei191544,GrC P6970 Ei19 1544,Provenance Online Project
gc55c7143l581scopy2,GC55 C7143L 581s copy 2,Provenance Online Project
wernergeorg14901556,"Werner, Georg, 1490-1556",ebroadwe
ic55t1856580g1584,IC55 T1856 580g 1584,Provenance Online Project
ic55t1856580g1585,IC55 T1856 580g 1585,Provenance Online Project
ic55t1856580g1583,IC55 T1856 580g 1583,Provenance Online Project
gc55ec525562s,GC55 Ec525 562s,Provenance Online Project
gc5sc274541p,GC5 Sc274 541p,Provenance Online Project
gc55sa984l589pcopy2,GC55 Sa984L 589p copy 2,Provenance Online Project
incunables,Incunables,Provenance Online Project
maximilianiholyromanemperor14591519,"Maximilian I, Holy Roman Emperor, 1459-1519",ebroadwe
ic55t1856580g1589,IC55 T1856 580g 1589,Provenance Online Project
sigourneylhlydiahoward17911865,"Sigourney, L. H. (Lydia Howard), 1791-1865",Provenance Online Project
gck2697574s,GC K2697 574s,Provenance Online Project
thibautg,"Thibaut, G.",miglpenn
fc5l5657516o,FC5 L5657 516o,Provenance Online Project
mansop,"Manso, P.",Provenance Online Project
ac8c7862836sc,AC8 C7862 836sc,Provenance Online Project
latcc4855ei211554,LatC C4855 Ei21 1554,Provenance Online Project
jaïslucien,"Jaïs, Lucien",miglpenn
courtillolesernestfrançoislouisded1889,"Courtilloles, Ernest François Louis de, d. 1889",noonie86
satyr,Satyr,noonie86
ic55t1856587r2,IC55 T1856 587r2,Provenance Online Project
ec7ad214713c1799,EC7 Ad214 713c 1799,Provenance Online Project
schwerzthomas,"Schwerz, Thomas",ebroadwe
ac8h5468836s1852,AC8 H5468 836s 1852,Provenance Online Project
fürstlichthurnundtaxisschehofbibliothek,Fürstlich Thurn und Taxissche Hofbibliothek,Provenance Online Project
cholinusmaternus15251588,"Cholinus, Maternus, 1525-1588",ebroadwe
alleynethomas,"Alleyne, Thomas\",adicel79
logicamagna,Logica magna,ebroadwe
ic55m7645556t1562,IC55 M7645 556t 1562,Provenance Online Project
gc5b9657544e,GC5 B9657 544e,Provenance Online Project
vögelinernst15291589,"Vögelin, Ernst, 1529-1589",ebroadwe
deventernetherlands,Deventer (Netherlands),ebroadwe
ac8l5113838s,AC8 L5113 838s,Provenance Online Project
collegiumevangelicumaugsburggermany,"Collegium Evangelicum (Augsburg, Germany)",Provenance Online Project
1820,[1820],Kenan Jaffe
sc55c3986548c1550,SC55 C3986 548c 1550,Provenance Online Project
bacgovaert,"Bac, Govaert",ebroadwe
latct279811528folio,LatC T2798.1 1528 Folio,Provenance Online Project
coningsbythomasconingsbyearl16561729,"Coningsby, Thomas Coningsby, Earl, 1656?-1729",adicel79
chasjsawyerltd,"Chas. J. Sawyer, Ltd.",ebroadwe
ic55si268562d,IC55 Si268 562d,Provenance Online Project
santpaudelcampmonasterybarcelonaspain,"Sant Pau del Camp (Monastery : Barcelona, Spain)",adicel79
gc5b9698532e,GC5 B9698 532e,Provenance Online Project
maternussaint,"Maternus, Saint",ebroadwe
gc6a100c632,GC6 A100 C632,Provenance Online Project
châlonsenchampagnefrance,Châlons-en-Champagne (France),Provenance Online Project
monsonwilliamjohnmonsonbaron17961862,"Monson, William John Monson, Baron, 1796-1862",Provenance Online Project
kirklandfredericrichardson18871961,"Kirkland, Frederic Richardson, 1887-1961",Provenance Online Project
foxes,Foxes,Provenance Online Project
simieralphonse17961859,"Simier, Alphonse, 1796-1859",Provenance Online Project
ec8c1998843p1845,EC8 C1998 843p 1845,Provenance Online Project
ic5g3477551d,IC5 G3477 551d,Provenance Online Project
1850s,1850s,Provenance Online Project
ic6au644626r,IC6 Au644 626r,Provenance Online Project
westminsterlondonengland,"Westminster (London, England)",ebroadwe
blomethomasmilbourne,"Blome, Thomas Milbourne",Provenance Online Project
luciusludwig15771642,"Lucius, Ludwig, 1577-1642",ebroadwe
bartholomewa,"Bartholomew, A.",Provenance Online Project
moserinmargretha,"Moserin, Margretha",ebroadwe
joanneum,Joanneum,Provenance Online Project
goebensgoossen,"Goebens, Goossen",ebroadwe
everdonrectory,Everdon Rectory,noonie86
gc55c8895593o,GC55 C8895 593o,Provenance Online Project
hochfederkasparfl14901517,"Hochfeder, Kaspar, fl. 1490-1517",ebroadwe
ic55l6187587r,IC55 L6187 587r,Provenance Online Project
accademianazionaledeilinceibiblioteca,Accademia nazionale dei Lincei. Biblioteca,Provenance Online Project
incg147folio,Inc G-147 Folio,Provenance Online Project
vigneaupierre,"Vigneau, Pierre",Provenance Online Project
ic55t1226554r,IC55 T1226 554r,Provenance Online Project
emertonrw,"Emerton, R. W.",Provenance Online Project
lauriaarthur,"Lauria, Arthur",Provenance Online Project
fc75f8448box8no192,FC75 F8448 box 8 no. 192,Provenance Online Project
ac8h4145879f,AC8 H4145 879f,Provenance Online Project
episcopusmelchior,"Episcopus, Melchior",ebroadwe
istcis00309000,ISTC is00309000,ebroadwe
wagstaffdavid18821951,"Wagstaff, David, 1882-1951",adicel79
caracciolofrancissaint,"Caracciolo, Francis, Saint",Provenance Online Project
colinessimonded1546,"Colines, Simon de, d. 1546",noonie86
fc55se627553e,FC55 Se627 553e,Provenance Online Project
nicolinidomenicodasabbio,"Nicolini, Domenico, da Sabbio",Provenance Online Project
ic55sa595562s1620,IC55 Sa595 562s 1620,Provenance Online Project
lovedenfh,"Loveden, F. H.",Provenance Online Project
rbbneapolis,R.B.B. Neapolis,Provenance Online Project
grcar466ei2291572,GrC Ar466 Ei22.9 1572,Provenance Online Project
brookjohnarthur18441920,"Brook, John Arthur, 1844-1920",Provenance Online Project
ec6b3837629b,EC6 B3837 629b,Provenance Online Project
ic55sa588565d1584,IC55 Sa588 565d 1584,Provenance Online Project
ec5r4377574c,EC5 R4377 574c,Provenance Online Project
sanchojoannis,"Sancho, Joannis",noonie86
grcar466t171507,GrC Ar466 T17 1507,Provenance Online Project
leonejuanantonio,"Leone, Juan Antonio",Provenance Online Project
istcip00214000,ISTC ip00214000,ebroadwe
bindingwaste,Binding waste,Provenance Online Project
gc5h9787534c,GC5 H9787 534c,Provenance Online Project
ec65sa324681s,EC65 Sa324 681s,Provenance Online Project
fc55m6689587d1865,FC55 M6689 587d 1865,Provenance Online Project
ic55t1856580g1581d,IC55 T1856 580g 1581d,Provenance Online Project
ic55t1856580g1581b,IC55 T1856 580g 1581b,Provenance Online Project
ic55t1856580g1581c,IC55 T1856 580g 1581c,Provenance Online Project
behamhanssebald15001550,"Beham, Hans Sebald, 1500-1550",ebroadwe
bias,Bias,ebroadwe
stirlingcountyscotland,Stirling County (Scotland),Kenan Jaffe
gc5sc634538w,GC5 Sc634 538w,Provenance Online Project
warmolduskuypers,Warmoldus Kuypers,Provenance Online Project
dillingenanderdonaugermany,Dillingen an der Donau (Germany),ebroadwe
ic5g1824551c,IC5 G1824 551c,Provenance Online Project
nicomacheanethics,Nicomachean ethics,ebroadwe
gualandusadovardus,"Gualandus, Adovardus",Provenance Online Project
grcar466ef21518foliocopy2,GrC Ar466 Ef2 1518 Folio copy 2,Provenance Online Project
gcsa364525d,GC Sa364 525d,Provenance Online Project
royalsocietygreatbritain,Royal Society (Great Britain),Provenance Online Project
watsonfamily,Watson Family,Provenance Online Project
françoisgraverol16361694,François Graverol (1636-1694),mfraas
vanderhellemonsieur,"Van der Helle, Monsieur",Provenance Online Project
latcp4488709s,LatC P4488 709s,Provenance Online Project
incr881,Inc R-88.1,Provenance Online Project
bowdagetristram,"Bowdage, Tristram",adicel79
incb137folio,Inc B-137 Folio,Provenance Online Project
ic5c1166546d,IC5 C1166 546d,Provenance Online Project
grcar466t41626folio,GrC Ar466 T4 1626 Folio,Provenance Online Project
brusselsbelgium,Brussels (Belgium),adicel79
checkleywilliam,"Checkley, William",Provenance Online Project
gc55sp313599s,GC55 Sp313 599s,Provenance Online Project
adamseeezraeastman18131871,"Adams, E. E.  (Ezra Eastman), 1813-1871",noonie86
q155j61633,Q155.J6 1633,Provenance Online Project
grestnerwolffgang,"Grestner[?], Wolffgang",Provenance Online Project
bayerischesnationalmuseum,Bayerisches Nationalmuseum,Provenance Online Project
capricorn,Capricorn,Provenance Online Project
bloomfieldleonard18871949,"Bloomfield, Leonard, 1887-1949",Provenance Online Project
reitwinklertheobald,"Reitwinkler, Theobald",ebroadwe
burghausenaltöttinggermany,"Burghausen (Altötting, Germany)",Provenance Online Project
latcsi345523d,LatC Si345 523d,Provenance Online Project
gc5n1593540m1560,GC5 N1593 540m 1560,Provenance Online Project
ac7c3533776p,AC7 C3533 776p,Provenance Online Project
icd235291507folio,IC D2352.9 1507 Folio,Provenance Online Project
ic55t1856627d1629,IC55 T1856 627d 1629,Provenance Online Project
fc7a100c716,FC7 A100 C716,Provenance Online Project
incs333folio,Inc S-333 Folio,Provenance Online Project
lambillyhenrihumbertcomtede18321871,"Lambilly, Henri Humbert, comte de, 1832-1871",Provenance Online Project
ljs42,LJS 42,Provenance Online Project
josephsaint,"Joseph, Saint",ebroadwe
doriotjulescharlefrederic18891939,"Doriot, Jules Charle-Frederic, 1889-1939",adicel79
hijmansg,"Hijmans, G.",noonie86
istcip00218000,ISTC ip00218000,ebroadwe
ic5n1664510c,IC5 N1664 510c,Provenance Online Project
grcl9637151583,GrC L9637.15 1583,Provenance Online Project
bearertype,Bearer type,Provenance Online Project
ingostadtgermany,Ingostadt (Germany),ebroadwe
jesuitsaltöttinggermany,"Jesuits (Altötting, Germany)",Provenance Online Project
gc55ap483593e,GC55 Ap483 593e,ebroadwe
gc55al147560e,GC55 Al147 560e,Provenance Online Project
saintlazarecathedralautunfrance,"Saint-Lazare (Cathedral : Autun, France)",Provenance Online Project
1640s,1640s,ebroadwe
steingadengermany,Steingaden (Germany),Provenance Online Project
ic5g9416580d,IC5 G9416 580d,Provenance Online Project
incm442folio,Inc M-442 Folio,Provenance Online Project
gc6a100628n,GC6 A100 628n,Provenance Online Project
pubblicalibreriadipadova,Pubblica Libreria di Padova,ebroadwe
ic5r8924559m1572,IC5 R8924 559m 1572,Provenance Online Project
fcb456721543,FC B4567.2 1543,Provenance Online Project
bundesdenkmalamtaustria,"Bundesdenkmalamt, Austria",Provenance Online Project
keimgeorgedebenneville18311893,"Keim, George de Benneville, 1831-1893",adicel79
catherineofsienasaint13471380,"Catherine, of Siena, Saint, 1347-1380",Provenance Online Project
latcl7649679h,LatC L7649 679h,Provenance Online Project
rhetoric,Rhetoric,ebroadwe
grcp7468ei931525,GrC P7468 Ei93 1525,Provenance Online Project
ic5g9329523a1531,IC5 G9329 523a 1531,Provenance Online Project
hochschulefürphilosophiemünchen,Hochschule für Philosophie München,Provenance Online Project
gc5c6427522d,GC5 C6427 522d,Provenance Online Project
alexanderthegreat,Alexander the Great,Provenance Online Project
ic55b2322549e1554,IC55 B2322 549e 1554,Provenance Online Project
ec6sh665638d,EC6 Sh665 638d,Provenance Online Project
ec6se482696tb,EC6 Se482 696tb,Provenance Online Project
vickerywillis18571932,"Vickery, Willis, 1857-1932",adicel79
wernsdorfchristiang,"Wernsdorf, Christian G.",Provenance Online Project
normanhubertg,"Norman, Hubert, G.",adicel79
ec6w6556607m1629,EC6 W6556 607m 1629,Provenance Online Project
morialmécoatofarms,Morialmé coat of arms,Provenance Online Project
incb720,Inc B-720,Provenance Online Project
istcim00831000,ISTC im00831000,ebroadwe
parislegendarycharacter,Paris (Legendary character),ebroadwe
fornacciaenrico,"Fornaccia, Enrico",ebroadwe
