7801510628	Ownership inscription of the Discalced Carmelites in Lyon, France
7801509794	GrC Ar466 Eg22 1686
7794380418	Ownership inscription of Charles Ribault de Laugardière
7794379946	Armorial bookplate of Louis-Ernest, Cardinal Dubois (1856-1929)
7794379262	Armorial bookplate of the Dukes of Arenberg
7794378712	Armorial binding with the coat of arms of the Dukes of Arenberg, possibly of Léopold-Philippe, duc d'Arenberg, 1690-1754
7794378038	Armorial bookplate of Joachim Gomez de la Cortina, marqués de Morante (1808-1868)
7794377318	Bookplate of Ewald Schlundt (1914-1987)
7794376760	FC5 F8448c 539g
7794376274	FC5 F8448c 539g
7794375676	FC5 F8448c 539g
7794375136	Armorial bookplate of Robert de Billy (1869-1953)
7794374634	Armorial bookplate of Reginald Cholmondeley, of Condover Hall, an Elizabethan castle in Shrewsbury
7794373880	FC5 Es867 555c 1567
7794373346	FC5 Es867 555c 1567
7794372804	FC5 Es867 555c 1567
7794372214	IC6 C8188 612a
7794371830	IC6 C8188 612a
7794371008	Crossed out ownership inscription: Ex libris Dominici [...]
7794370236	Crossed out ownership inscription: Ex libris Dominici [...]
7794369476	Stamp from the Boncompagni family library
7794368776	Stamp from the Boncompagni family library
7794368320	IC6 C1736 617c
7794367646	IC6 C1736 617c
7794366904	IC6 C1536 672d
7794366266	GrC Ar466 T2 1574
7794365468	GrC Ar466 T2 1574
7794364908	GrC Ar466 T2 1574
7794364504	GrC Ar466 T2 1506
7794364196	GrC Ar466 T2 1506
7794363720	GrC Ar466 T2 1506
7794363072	GrC Ar466 T1 1707
7794362654	GrC Ar466 T1 1707
7794362004	GrC Ar466 T1 1702b
7794361482	GrC Ar466 T1 1702b
7794360722	GrC Ar466 T1 1702b
7794360148	GrC Ar466 T1 1702b
7794359632	GrC Ar466 T1 1702b
7794358918	GrC Ar466 T1 1702
7794358342	GrC Ar466 T1 1702
7794357710	Sir William Baird
7794357134	GrC Ar466 S523g
7794356576	GrC Ar466 S523g
7794356182	Ownership inscription: Amicor[um] Marini
7794355802	Initial S
7794355350	GrC Ar466 S21 1622
7794354830	GrC Ar466 S21 1622
7794354254	GrC Ar466 S21 1622
7794353548	Bookplate of the Säfstaholms Bibliothek
7794352926	Inscription dated 1713 from Göteborg, Sweden on left board
7794352318	GC55 Os407 592e
7794351422	Early parchment binding with initials "M B" and date "1599", possibly of Melchior Bischoff (1547-1614)
7794350848	GC55 Os407 592e
7794350438	GC55 Os407 592e
7794349856	GC55 Os407 592e
7794349056	GC55 Os407 592e
7794348440	GC55 Os407 592e
7794348028	GC55 Os407 592e
7794347588	GC55 Os407 592e
7794347144	GC55 Os407 592e
7794346720	GC55 Os407 582d
7794346158	GC55 Os407 582d
7794345434	GC55 Os407 582d
7794344686	GC55 Os407 582d
7794344084	GC55 Os407 582d
7794343470	GC55 Os407 568w 1569
7794342908	GC55 Os407 568w 1569
7794342330	GC55 N9324 582v
7794341790	GC55 N9324 582v
7794341230	GC55 N9324 554a
7794340680	GC55 N9324 554a
7794339936	GC55 N3973 590p
7794339394	Effaced ownership inscription
7794338792	Effaced ownership inscription
7794338088	EC65 Sa324 681s
7794337346	EC65 Sa324 681s
7794336696	EC65 N4164 659s
7794336246	Book label of Beverly Chew (1850-1924)
7794335816	EC65 M5656 682g
7794335276	EC65 M5656 682g
7794334764	EC65 M5455 658l
7794334300	EC65 M8843 682s
7794333774	EC65 M8843 682s
7794333082	Armorial bookplate of Sir John Wentworth, 1st baronet of North Elmsall (1673-1720)
7794332432	Bookplate of John Boyle, 5th Earl of Orrery (1707-1762)
7794331874	Bookplate of Dr. William Lister (1756-1830)
7794331372	Stamp from the Hunstanton Hall library in Norfolk, England
7794330772	Stamp from the Hunstanton Hall library in Norfolk, England; ownership inscription of T.[?] Youde
7794330196	Armorial bookplate of Prince Christian von Schleswig-Holstein (1831-1917)
7794329264	EC75 A100 781d3
7773058894	Joannes Laurent
7773058128	Joannes Laurent
7773057002	Censored edition with prohibition statement
7773055700	GrC Ar466 S2 1581
7773054720	GrC Ar466 S2 1581
7773052310	GrC Ar466 S2 1581
7773050874	GrC Ar466 S2 1581
7773049654	GrC Ar466 S2 1571
7773047820	Partially illegible ownership inscription
7773046480	GrC Ar466 S1 1693
7773044736	GrC Ar466 S1 1693
7773042812	GrC Ar466 S1 1693
7773041180	GrC Ar466 S1 1693
7773030152	GrC Ar466 S1 1693
7773028252	GrC Ar466 S1 1658
7773024478	GrC Ar466 S1 1658
7773023246	GrC Ar466 S1 1658
7773021088	GrC Ar466 S1 1658
7773019448	GrC Ar466 S1 1658
7773018190	Armorial bookplate of Raymond Dervaux (b. ca. 1911)
7773017186	GrC Ar466 En56 1530
7773015744	GrC Ar466 En56 1530
7773013338	André Louis Simon (1877-1970)
7773011114	GrC Ar466 En54.9 1531
7773007908	Initial M
